Year,Field-Location,RecId,Source,Pedigree,Replicate,Block,Plot,Range,Pass,"LOCAL_CHECK (Yes, No[Blank])",Plot Length Field (center to center in feet),Alley Length (feet),Row Spacing (inches),Plot Area,Rows/Plot,Packet/Plot,Kernels/Packet,# Seed,Date Planted,Date Harvested,Anthesis [date],Silking [date],Pollen DAP [days],Silk DAP [days],Plant Height [cm],Ear Height [cm],Stand Count [plants],Root Lodging [plants],Stalk Lodging [plants],Grain Moisture [%],Test Weight [lbs/bu],Plot Weight [lbs],Grain Yield [bu/A],"Plot Discarded [enter ""yes"" or ""blank""]",Comments,"Filler [enter ""filler"" or ""blank""]",[add additional measurements here]
2015,IAH1,2662981,S14 IC-0083,CH753-4/LH82,2,7,595,21,46,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,210,98,71,0,64,16.5,54.8,7.36,64.65459144,,,,
2015,IAH1,2662889,13SAJL:Nurse:0059,B37/OH43,2,7,596,21,45,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,277,149,74,1,8,18.4,54.1,24.49,210.23936,,,,
2015,IAH1,2663279,WISN14/43143,PHN11_LH145_0085/PHB47,2,7,597,21,44,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,259,143,68,0,18,15.3,56.9,14.96,133.3061193,,,,
2015,IAH1,2662923,13SAJL:Nurse:0117,B73/PHM49,2,7,598,21,43,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,289,154,70,0,2,19.9,56.1,30.18,254.3237001,,,,
2015,IAH1,2663427,14SJWE:PHZ51:25032,W10004_0204/PHZ51,2,7,599,21,42,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,299,158,59,0,21,16.4,56.3,17.02,149.6928011,,,,
2015,IAH1,2663223,WISN14/43210,PH207_PHG47-20/PHB47,2,7,600,21,41,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,236,118,65,0,1,15.8,57.1,16.71,148.0210986,,,,
2015,IAH1,2663409,WISN14/44226,W10001_0022/PHB47,2,7,601,22,41,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,273,127,67,0,7,15.6,56.3,20.26,179.8941205,,,,
2015,IAH1,2663499,14SJWE:PHZ51:02028,Z022E0006/PHZ51,2,7,602,22,42,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,277,130,74,0,7,16.4,56.9,22.19,195.1635286,,,,
2015,IAH1,2662838,S14 IC-0232,BSSSC0_028/LH82,2,7,603,22,43,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,258,128,72,6,13,16.6,56.6,13.98,122.6615092,,,,
2015,IAH1,2663493,S14 IC-0350,Z013E0082/LH82,2,7,604,22,44,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,267,136,65,0,0,20,52.7,23.77,200.0572297,,,,
2015,IAH1,2663192,13WJWE:LH198:3391,MOG_LH145_0173/LH198,2,7,605,22,45,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,295,155,70,0,11,17.5,57.4,24.81,215.3355801,,,,
2015,IAH1,2663376,CS14-ISO195-140-X-POL-G8,REDEAR2-2-2-1-1-2-B-B-1-B10/LH195,2,8,606,22,46,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,303,163,70,15,1,27.4,54.5,24.38,186.2110307,,,,
2015,IAH1,2662892,WISN14/43679,PHB47/PHB47,2,8,607,22,47,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,279,152,68,0,19,17.7,56.1,18.35,158.8806419,,,,
2015,IAH1,2662919,14SAJL:Nurse:0548/0547,B73/MO17,2,8,608,22,48,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,278,155,68,2,0,20.2,54.7,37.09,311.3829341,,,,
2015,IAH1,2663088,13SAJL:Nurse:0161,LH74/PHN82,2,8,609,22,49,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,274,132,69,0,3,17.9,57.1,26.62,229.9250503,,,,
2015,IAH1,2662912,14SJWE:PHZ51:18038,B73_PHG39-25/PHZ51,2,8,610,22,50,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,283,155,67,0,9,17.3,57.6,20.91,181.9259386,,,,
2015,IAH1,2663060,CS14-BISO-13-X-POL-TL7,LH195/TX777,2,8,611,22,51,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,303,165,64,8,12,19.2,57.1,22.53,191.5171342,,,,
2015,IAH1,2662915,14SJWE:PHZ51:13038,B73_PHG39-5/PHZ51,2,8,612,22,52,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,310,172,68,0,18,18.1,57.7,26.98,232.4667955,,,,
2015,IAH1,2663028,14SJWE:PHZ51:23032,GEMS-0163/PHZ51,2,8,613,23,52,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,291,153,66,0,0,18.2,56.7,25.19,216.7786728,,,,
2015,IAH1,2662890,CS14-ISO195-021-X-POL-G8,PHB47/LH195,2,8,614,23,51,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,279,148,63,0,2,19.4,56.6,21.64,183.4963289,,,,
2015,IAH1,2663509,13WJWE:LH185:2820,Z022E0048/LH185,2,8,615,23,50,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,274,129,63,0,0,23.2,51.2,23.22,187.6110946,,,,
2015,IAH1,2663265,WISN14/43101,PHM81/PHB47,2,8,616,23,49,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,238,99,64,0,0,15.9,58.3,14.36,127.0531736,,,,
2015,IAH1,2663140,LOCALCHK,MBS2747_MBS9508,2,8,617,23,48,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,283,122,72,0,0,19.4,56.6,33.48,283.893581,,,,
2015,IAH1,2663466,14SJWE:PHZ51:11031,Z013E0006/PHZ51,2,8,618,23,47,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,275,149,66,0,3,19.8,55.9,20.55,173.388894,,,,
2015,IAH1,2662887,13SAJL:Nurse:0079,B37/H95,2,8,619,23,46,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,307,170,71,9,4,21.7,55.3,22.71,187.0742351,,,,
2015,IAH1,2663445,13WJWE:LH198:3625,W10005_0147/LH198,2,8,620,23,45,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,249,140,72,0,1,17,57.6,23.54,205.5510184,,,,
2015,IAH1,2662959,S14 IC-0019,CG121/LH82,2,8,621,23,44,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,200,98,78,0,1,15.2,55.6,19.22,171.4684877,,,,
2015,IAH1,2663318,CS14-ISO195-068-X-POL-G8,PHN11_PHW65_0323/LH195,2,8,622,23,43,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,262,140,66,0,0,21,54.5,30.65,254.7373649,,,,
2015,IAH1,2663404,WISN14/44201,W10001_0010/PHB47,2,8,623,23,42,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,236,135,67,0,2,19.1,55.5,20.68,176.0087011,,,,
2015,IAH1,2663251,S14 IC-0169,PHG80/LH82,2,8,624,23,41,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,241,140,68,2,0,18.8,53.9,26.35,225.0980489,,,,
2015,IAH1,2663473,14SJWE:PHZ51:13032,Z013E0028/PHZ51,2,8,625,24,41,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,296,156,66,0,9,16.8,56,25.85,226.2658209,,,,
2015,IAH1,2663380,13WJWE:LH185:2037,M0323/LH185,2,8,626,24,42,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,268,123,70,4,5,17.3,56,23.17,201.5889047,,,,
2015,IAH1,2663341,S14 IC-0177,PHW30/LH82,2,8,627,24,43,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,258,125,72,0,1,16.8,56.5,19.44,170.1588998,,,,
2015,IAH1,2663482,S14 IC-0338,Z013E0056/LH82,2,8,628,24,44,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,226,112,65,2,0,17.6,55.2,19.18,166.2688513,,,,
2015,IAH1,2663481,S14 IC-0337,Z013E0055/LH82,2,8,629,24,45,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,229,145,62,0,2,19.7,56.6,20.34,171.831023,,,,
2015,IAH1,2663512,14SJWE:PHZ51:14013,Z022E0059/PHZ51,2,8,630,24,46,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,300,163,68,0,25,18.4,55.7,17.65,151.5199961,,,,
2015,IAH1,2662992,14FG0054,CML333/PHB47,2,8,631,24,47,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,320,178,73,39,0,22.2,55.2,27.03,221.2385098,,,,
2015,IAH1,2662873,S14 IC-0241,B106/LH82,2,8,632,24,48,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,291,145,69,4,5,19.5,56.7,22.22,188.1806728,,,,
2015,IAH1,2662831,14SJWE:PHZ51:04010,BSSSC0_012/PHZ51,2,8,633,24,49,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,305,184,70,0,20,16.5,55.8,19.5,171.299529,,,,
2015,IAH1,2663381,WISN14/44537,TX130 RP/PHB47,2,8,634,24,50,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,293,159,76,6,2,20.5,54.5,24.7,206.5851804,,,,
2015,IAH1,2662863,S14 IC-0008,A672/LH82,2,8,635,24,51,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,249,135,60,1,25,15.7,55.1,13.99,124.0738821,,,,
2015,IAH1,2663522,S14 IC-0213,Z022E0121/LH82,2,8,636,24,52,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,269,142,61,3,3,18.9,54.8,22.94,195.7263736,,,,
2015,IAH1,2663200,14SJWE:PHZ51:05033,N501/PHZ51,2,8,637,25,52,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,287,150,66,0,4,17.4,58.5,23.27,202.2141362,,,,
2015,IAH1,2663111,WISN14/44069,LH82_PHG47-15/PHB47,2,8,638,25,51,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,270,140,67,0,7,17.6,55.2,20.38,176.6714906,,,,
2015,IAH1,2663365,13WJWE:LH198:3553,PHW65_MOG_0293/LH198,2,8,639,25,50,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,292,160,68,4,15,21,54.4,23.51,195.3956101,,,,
2015,IAH1,2662986,14FG0092,CML228/PHZ51,2,8,640,25,49,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,312,185,72,0,6,24.5,54.7,21.26,168.8671966,,,,
2015,IAH1,2663441,WISN14/44258,W10005_0107/PHB47,2,9,641,25,48,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,280,140,68,0,22,16.2,56,16.95,149.4337871,,,,
2015,IAH1,2663036,WISN14/44562,GT603/PHB47,2,9,642,25,47,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,292,125,62,15,10,20.6,55.5,27.44,229.2132354,,,,
2015,IAH1,2662824,S14 IC-0228,BSSSC0_002/LH82,2,9,643,25,46,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,275,158,62,3,6,16.9,55.2,15.49,135.4214699,,,,
2015,IAH1,2663215,WISN14/44105,PH207_PHG47-13/PHB47,2,9,644,25,45,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,279,140,74,1,3,15.5,56.1,21.41,190.3305305,,,,
2015,IAH1,2662872,14SJWE:PHZ51:25015,B105/PHZ51,2,9,645,25,44,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,284,139,63,0,5,16.9,55.8,18.82,164.534026,,,,
2015,IAH1,2662833,14SJWE:PHZ51:06040,BSSSC0_019/PHZ51,2,9,646,25,43,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,294,155,71,4,21,16.2,56.5,13.83,121.9273909,,,,
2015,IAH1,2663390,14SJWE:PHZ51:20044,TX714/PHZ51,2,9,647,25,42,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,305,170,73,1,12,16.7,57,23.8,208.5724969,,,,
2015,IAH1,2663387,14FG0032,TX303/LH82,2,9,648,25,41,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,289,160,72,11,14,20.1,51.9,26.68,224.2681944,,,,
2015,IAH1,2663015,S14 IC-0359,GEMS-0146/LH82,2,9,649,26,41,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,289,135,66,0,1,19.8,52.9,22.15,186.8887592,,,,
2015,IAH1,2663357,CS14-ISO195-153-X-POL-G8,PHW65_MOG_0029/LH195,2,9,650,26,42,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,260,140,64,2,4,23.8,54.3,25.37,203.3810665,,,,
2015,IAH1,2663130,LOCALCHK,MBS2747_MBS9508,2,9,651,26,43,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,265,122,68,0,0,19.4,57.3,29.35,248.8732558,,,,
2015,IAH1,2663191,CS14-ISO195-048-X-POL-G8,MOG_LH145_0173/LH195,2,9,652,26,44,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,290,150,62,0,0,18.8,56.7,25.05,213.9926423,,,,
2015,IAH1,2662879,S14 IC-0242,B119/LH82,2,9,653,26,45,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,268,138,66,0,17,16.7,54.6,19.74,172.9924828,,,,
2015,IAH1,2663313,WISN14/43873,PHN11_PHW65_0237/PHB47,2,9,654,26,46,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,278,142,68,1,2,18.4,55.7,27.79,238.5688776,,,,
2015,IAH1,2663062,13WJWE:LH198:3596,LH195/LH198,2,9,655,26,47,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,241,115,65,1,1,19.8,57.7,11.83,99.81462852,,,,
2015,IAH1,2663164,14SJWE:PHZ51:04031,M0143/PHZ51,2,9,656,26,48,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,285,155,64,0,29,15.5,56.1,22.65,201.3538774,,,,
2015,IAH1,2663450,WISN14/43430,W10006_0003/PHB47,2,9,657,26,49,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,293,154,76,12,36,16.5,55.9,15.45,135.7219345,,,,
2015,IAH1,2663216,WISN14/44101,PH207_PHG47-14/PHB47,2,9,658,26,50,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,284,150,72,4,9,15.5,55.9,17.29,153.7045714,,,,
2015,IAH1,2663428,S14 IC-0375,W10004_0216/LH82,2,9,659,26,51,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,286,155,74,3,4,17.6,57.1,21.89,189.7614784,,,,
2015,IAH1,2663262,14SJWE:PHZ51:07014,PHKE6/PHZ51,2,9,660,26,52,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,286,148,67,0,5,16.8,57.1,20.16,176.4610812,,,,
2015,IAH1,2663508,13WJWE:LH185:2127,M0269/LH185,2,9,661,27,52,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,259,134,68,0,0,19.2,54.2,20.09,170.77582,,,,
2015,IAH1,2662910,14SJWE:PHZ51:17040,B73_PHG39-23/PHZ51,2,9,662,27,51,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,312,165,72,0,22,17.8,56.9,28.06,242.6579734,,,,
2015,IAH1,2663432,14SJWE:PHZ51:25034,W10004_0227/PHZ51,2,9,663,27,50,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,288,147,75,1,19,16.9,57.2,22.13,193.471732,,,,
2015,IAH1,2663433,WISN14/43002,PHJ40/PHB47,2,9,664,27,49,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,234,115,72,1,1,16.1,57.5,19.28,170.1782574,,,,
2015,IAH1,2663506,14SJWE:PHZ51:26004,Z022E0036/PHZ51,2,9,665,27,48,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,306,154,70,0,5,18.5,54.9,23.38,200.4643718,,,,
2015,IAH1,2662914,14SJWE:PHZ51:20027,B73_PHG39-4/PHZ51,2,9,666,27,47,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,282,152,76,0,16,16.7,56.8,18.17,159.2337088,,,,
2015,IAH1,2663308,WISN14/43761,PHN11_PHW65_0015/PHB47,2,9,667,27,46,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,289,148,66,0,4,17.6,57.2,20.93,181.4393669,,,,
2015,IAH1,2662921,13SAJL:Nurse:0143,B73/PHG35,2,9,668,27,45,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,283,155,70,4,8,18.7,55.2,29.82,255.0546623,,,,
2015,IAH1,2663408,WISN14/44217,W10001_0018/PHB47,2,9,669,27,44,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,245,126,67,0,11,15.2,55.3,16.27,145.1504836,,,,
2015,IAH1,2662858,14SJWE:PHZ51:07008,A634/PHZ51,2,9,670,27,43,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,289,170,71,0,16,15.3,57.3,18.51,164.9395901,,,,
2015,IAH1,2663084,13SAJL:Nurse:0137,LH74/PHG35,2,9,671,27,42,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,252,150,68,0,13,17.2,57.6,21.58,187.9822567,,,,
2015,IAH1,2663421,14SJWE:PHZ51:24033,W10004_0082/PHZ51,2,9,672,27,41,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,279,148,76,0,8,16.4,57.6,24.9,218.9982813,,,,
2015,IAH1,2663281,13WJWE:LH185:2193,M0003/LH185,2,9,673,28,41,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,264,126,73,0,2,18.4,56.2,25.87,222.0862492,,,,
2015,IAH1,2663070,14SJWE:PHZ51:26022,SD101/PHZ51,2,9,674,28,42,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,298,144,67,0,56,18.8,56.9,18.24,155.817397,,,,
2015,IAH1,2663095,WISN14/44023,LH82_PH207-15/PHB47,2,9,675,28,43,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,292,142,71,13,18,16.9,56.9,26.13,228.4417694,,,,
2015,IAH1,2662944,S14 CR-0316,CG108/CGR03,2,10,676,28,44,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,234,125,66,0,12,14.9,56.7,21.19,189.7123478,,,,
2015,IAH1,2663415,13WJWE:LH185:2142,M0101/LH185,2,10,677,28,45,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,273,123,64,1,3,16.8,54,21.62,189.2405048,,,,
2015,IAH1,2663374,13WJWE:LH185:2055,M0266/LH185,2,10,678,28,46,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,283,124,67,0,6,19.4,53.7,24,203.5079434,,,,
2015,IAH1,2663389,14SJWE:PHZ51:02037,TX303/PHZ51,2,10,679,28,47,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,326,170,77,0,4,20.1,52.5,17.88,150.296676,,,,
2015,IAH1,2662929,13SAJL:Nurse:0187,B73/TX205,2,10,680,28,48,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,311,165,68,2,5,20.5,51.6,30.62,256.0987136,,,,
2015,IAH1,2663299,CS14-ISO195-208-X-POL-G8,PHN11_PHG47_0287/LH195,2,10,681,28,49,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,280,126,73,0,1,16.4,56.6,18.96,166.7553178,,,,
2015,IAH1,2663330,S14 IC-0046,PHRE1/LH82,2,10,682,28,50,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,234,112,76,0,0,16,56.6,20.17,178.2461943,,,,
2015,IAH1,2663147,S14 IC-0032,M0012/LH82,2,10,683,28,51,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,232,110,71,0,1,20.4,53.7,16.52,138.3433196,,,,
2015,IAH1,2663031,WISN14/44557,GT601/PHB47,2,10,684,28,52,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,290,150,72,0,2,20.4,55.3,25.49,213.4607274,,,,
2015,IAH1,2662906,14SJWE:PHZ51:20025,B73_PHG39-2/PHZ51,2,10,685,29,52,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,305,148,63,1,16,16.7,57.5,19.64,172.1161277,,,,
2015,IAH1,2663252,14SJWE:PHZ51:06015,PHG80/PHZ51,2,10,686,29,51,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,276,145,72,0,2,20.7,52.5,29.18,243.4409066,,,,
2015,IAH1,2663124,WISN14/43950,LH82_PHG47-8/PHB47,2,10,687,29,50,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,269,100,65,0,0,16.7,56.3,22.39,196.215891,,,,
2015,IAH1,2663054,14SJWE:PHZ51:12007,LH146HT/PHZ51,2,10,688,29,49,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,291,149,76,0,4,14.9,58,20.82,186.3997679,,,,
2015,IAH1,2662960,14SJWE:PHZ51:19001,CG121/PHZ51,2,10,689,29,48,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,287,150,71,0,11,16.1,58.5,22.26,196.4817433,,,,
2015,IAH1,2663515,WISN14/43723,B118/PHB47,2,10,690,29,47,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,278,155,78,1,4,17.1,58,28.04,244.5499744,,,,
2015,IAH1,2662997,S14 IC-0001,DK4676A/LH82,2,10,691,29,46,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,250,130,72,0,10,16.3,56,14.6,128.5622296,,,,
2015,IAH1,2663393,WISN14/44497,TX745 RP/PHB47,2,10,692,29,45,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,281,151,63,1,2,20.1,52.5,28.34,238.2219126,,,,
2015,IAH1,2662936,WISN14/43641,B97/PHB47,2,10,693,29,44,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,306,140,74,0,23,16.3,55.8,22.04,194.0761329,,,,
2015,IAH1,2663286,WISN14/43786,PHN11_OH43_0088/PHB47,2,10,694,29,43,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,291,145,72,0,3,18.3,55.1,21.35,183.5080067,,,,
2015,IAH1,2663105,WISN14/43505,Q381/PHB47,2,10,695,29,42,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,265,125,66,0,3,16.1,57.9,19.95,176.0921284,,,,
2015,IAH1,2663507,13WJWE:LH185:2229,M0143/LH185,2,10,696,29,41,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,236,133,67,0,0,19.1,55.5,28.22,240.1820863,,,,
2015,IAH1,2663402,WISN14/44186,W10001_0003/PHB47,2,10,697,30,41,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,278,134,68,21,6,17.7,56.7,20.38,176.4570835,,,,
2015,IAH1,2663400,13WJWE:LH185:2559,TX772W/LH185,2,10,698,30,42,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,283,135,70,1,1,23.4,54.1,29.24,235.635771,,,,
2015,IAH1,2663412,WISN14/44234,W10001_0033/PHB47,2,10,699,30,43,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,273,135,66,18,21,16.8,57.6,17.05,149.2391585,,,,
2015,IAH1,2662938,S14 IC-0011,CG102/LH82,2,10,700,30,44,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,238,105,65,0,1,15.7,57.2,17.31,153.5181486,,,,
2015,IAH1,2663333,S14 IC-0306,PHT55/LH82,2,10,701,30,45,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,272,117,78,0,4,18.2,56.7,25.82,222.2002911,,,,
2015,IAH1,2663106,WISN14/43218,LH82_PHG47-1/PHB47,2,10,702,30,46,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,257,108,71,0,0,15.4,56.6,16.68,148.4572773,,,,
2015,IAH1,2663211,WISN14/44075,PH207_PHG47-1/PHB47,2,10,703,30,47,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,295,135,72,3,6,16.7,55.9,22.53,197.4427881,,,,
2015,IAH1,2663136,LOCALCHK,MBS2747_MBS9508,2,10,704,30,48,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,291,122,74,3,1,19.9,57.1,34.17,287.9470123,,,,
2015,IAH1,2663003,13SAJL:Nurse:0091,F42/H95,2,10,705,30,49,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,293,135,67,2,2,18.8,56.1,26.32,224.8417703,,,,
2015,IAH1,2663448,13WJWE:LH198:3628,W10005_0220/LH198,2,10,706,30,50,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,273,141,69,1,3,18.2,59.2,25.01,215.229639,,,,
2015,IAH1,2663375,14SJWE:PHZ51:02046,R227/PHZ51,2,10,707,30,51,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,308,160,62,0,42,17.9,56.3,14.76,127.4866169,,,,
2015,IAH1,2663056,14SJWE:PHZ51:22001,LH149/PHZ51,2,10,708,30,52,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,293,144,68,0,12,17.6,56,20.46,177.3649999,,,,
2015,IAH1,2663395,CS14-ISO195-148-X-POL-G8,TX770/LH195,2,10,709,31,52,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,299,160,71,1,5,23.8,53.8,31.59,253.2443,,,,
2015,IAH1,2662966,14SJWE:PHZ51:19003,CG125/PHZ51,2,10,710,31,51,,20,2.5,30,87.5,,,,83,5/2/2015,10/9/2015,,,,,272,152,74,0,27,16,55.5,13.84,122.306759,,,,
2015,IAH3,2664346,WISN14/43761,PHN11_PHW65_0015/PHB47,1,1,1,2,17,,20,2.5,30,87.5,,,,83,4/30/2015,10/1/2015,,,,,279,138,70,12,0,17.8,56.8,19.91,172.1781985,,,,
2015,IAH3,2664507,14SJWE:PHZ51:12014,Z022E0042/PHZ51,1,1,2,2,18,,20,2.5,30,87.5,,,,83,4/30/2015,10/1/2015,,,,,278,145,71,16,3,19.4,56,19.95,169.1659779,,,,
2015,IAH3,2664415,WISN14/44217,W10001_0018/PHB47,1,1,3,2,19,,20,2.5,30,87.5,,,,83,4/30/2015,10/1/2015,,,,,269,134,71,59,10,18.6,53.1,11.26,96.42682724,,,,
2015,IAH3,2664472,14SJWE:PHZ51:05043,Z013E0020/PHZ51,1,1,4,2,20,,20,2.5,30,87.5,,,,83,4/30/2015,10/1/2015,,,,,266,134,69,0,0,22.4,55.3,28.94,236.2627909,,,,
